comment_id,content_id,comment_text,created_at
CM006441,C02529,I have been struggling with the same thing for months.,2026-07-15 08:00:00
CM006442,C01466,You described my situation perfectly.,2026-08-03 23:00:00
CM006443,C03498,You described my situation perfectly.,2026-07-31 22:00:00
CM006444,C04603,I had not thought about it this way.,2026-05-31 13:00:00
CM006445,C00614,Needed this reminder today.,2026-01-14 18:00:00
CM006446,C03784,I saved this because it explains how I feel.,2026-01-30 02:00:00
CM006447,C00447,Finally someone put this feeling into words.,2026-06-28 16:00:00
CM006448,C04225,This made me feel understood.,2026-05-05 20:00:00
CM006449,C01752,"This is so relatable, thank you for saying it.",2026-02-06 17:00:00
CM006450,C04359,Not sure this applies to everyone.,2026-06-16 17:00:00
CM006451,C02112,How long is the full video?,2026-01-04 03:00:00
CM006452,C02480,I have been struggling with the same thing for months.,2026-08-14 22:00:00
CM006453,C00699,I have been struggling with the same thing for months.,2026-08-09 04:00:00
CM006454,C03031,Interesting perspective.,2026-08-15 00:00:00
CM006455,C04658,I thought I was the only one dealing with this.,2026-03-20 06:00:00
CM006456,C02965,I have been struggling with the same thing for months.,2026-07-08 18:00:00
CM006457,C03546,I thought I was the only one dealing with this.,2026-03-16 12:00:00
CM006458,C01518,How long is the full video?,2026-01-04 01:00:00
CM006459,C03637,I have been struggling with the same thing for months.,2026-04-14 08:00:00
CM006460,C02821,Nice explanation.,2026-04-10 00:00:00
CM006461,C00255,This feels too generalized.,2026-03-13 20:00:00
CM006462,C00252,I saved this because it explains how I feel.,2026-08-14 22:00:00
CM006463,C03286,How long is the full video?,2026-03-27 17:00:00
CM006464,C03118,Thanks for sharing.,2026-04-02 02:00:00
CM006465,C02692,Needed this reminder today.,2026-08-12 07:00:00
CM006466,C00422,This feels too generalized.,2026-05-27 12:00:00
CM006467,C03599,This advice did not help me.,2026-08-19 03:00:00
CM006468,C02964,I thought I was the only one dealing with this.,2026-07-21 09:00:00
CM006469,C00054,I found this confusing.,2026-01-31 18:00:00
CM006470,C02162,I don't agree with this.,2026-02-18 21:00:00
CM006471,C02741,Finally someone put this feeling into words.,2026-05-06 10:00:00
CM006472,C03630,This is painfully accurate but helpful.,2026-02-17 16:00:00
CM006473,C03146,I thought I was the only one dealing with this.,2026-05-12 14:00:00
CM006474,C00608,I saved this because it explains how I feel.,2026-08-12 21:00:00
CM006475,C02708,This is painfully accurate but helpful.,2026-05-19 14:00:00
CM006476,C01574,I have been struggling with the same thing for months.,2026-07-22 15:00:00
CM006477,C02640,Where can I find more information?,2026-01-14 15:00:00
CM006478,C01660,Needed this reminder today.,2026-04-16 12:00:00
CM006479,C01420,Where can I find more information?,2026-03-13 22:00:00
CM006480,C01910,This feels too generalized.,2026-08-11 00:00:00
CM006481,C04365,Thanks for sharing.,2026-07-12 09:00:00
CM006482,C04424,The editing is clean.,2026-05-17 05:00:00
CM006483,C01984,This is painfully accurate but helpful.,2026-08-24 21:00:00
CM006484,C01795,"This is so relatable, thank you for saying it.",2026-02-22 23:00:00
CM006485,C00036,Nice explanation.,2026-02-25 21:00:00
CM006486,C02041,Where can I find more information?,2026-03-27 11:00:00
CM006487,C00882,Good point.,2026-08-17 03:00:00
CM006488,C01461,Finally someone put this feeling into words.,2026-07-17 01:00:00
CM006489,C00835,The editing is clean.,2026-01-28 21:00:00
CM006490,C00086,Needed this reminder today.,2026-05-13 13:00:00
CM006491,C03597,I found this confusing.,2026-05-21 23:00:00
CM006492,C02601,I found this confusing.,2026-01-07 07:00:00
CM006493,C04322,Needed this reminder today.,2026-03-08 06:00:00
CM006494,C04130,How long is the full video?,2026-05-04 11:00:00
CM006495,C02671,This is painfully accurate but helpful.,2026-04-12 13:00:00
CM006496,C00741,The editing is clean.,2026-01-04 05:00:00
CM006497,C03544,"This is so relatable, thank you for saying it.",2026-06-22 21:00:00
CM006498,C03551,I thought I was the only one dealing with this.,2026-02-10 00:00:00
CM006499,C02057,Needed this reminder today.,2026-06-16 10:00:00
CM006500,C04375,Nice explanation.,2026-06-08 01:00:00
CM006501,C04040,I thought I was the only one dealing with this.,2026-04-20 05:00:00
CM006502,C01203,This advice did not help me.,2026-05-31 18:00:00
CM006503,C03912,Needed this reminder today.,2026-03-07 20:00:00
CM006504,C02238,I have been struggling with the same thing for months.,2026-05-12 03:00:00
CM006505,C02541,Finally someone put this feeling into words.,2026-08-22 13:00:00
CM006506,C01770,This is painfully accurate but helpful.,2026-05-31 01:00:00
CM006507,C04385,Good point.,2026-01-16 01:00:00
CM006508,C02679,I have been struggling with the same thing for months.,2026-04-10 20:00:00
CM006509,C00643,"This is so relatable, thank you for saying it.",2026-05-28 06:00:00
CM006510,C00657,Not sure this applies to everyone.,2026-01-02 12:00:00
CM006511,C00673,Where can I find more information?,2026-05-20 19:00:00
CM006512,C02727,I thought I was the only one dealing with this.,2026-06-09 10:00:00
CM006513,C00350,Thanks for sharing.,2026-04-23 08:00:00
CM006514,C02557,I thought I was the only one dealing with this.,2026-06-24 15:00:00
CM006515,C01058,Needed this reminder today.,2026-08-22 01:00:00
CM006516,C00404,I found this confusing.,2026-05-16 20:00:00
CM006517,C01322,Not sure this applies to everyone.,2026-08-10 17:00:00
CM006518,C01008,Nice explanation.,2026-05-27 23:00:00
CM006519,C02774,Interesting perspective.,2026-07-13 16:00:00
CM006520,C03283,Good point.,2026-02-15 00:00:00
CM006521,C00970,You described my situation perfectly.,2026-08-16 12:00:00
CM006522,C00100,"This is so relatable, thank you for saying it.",2026-03-03 04:00:00
CM006523,C01977,Thanks for sharing.,2026-01-06 11:00:00
CM006524,C02062,Interesting perspective.,2026-05-11 20:00:00
CM006525,C02595,"This is so relatable, thank you for saying it.",2026-08-26 17:00:00
CM006526,C04012,I had not thought about it this way.,2026-03-11 19:00:00
CM006527,C03599,I have been struggling with the same thing for months.,2026-01-15 22:00:00
CM006528,C02217,This topic is worth discussing.,2026-02-24 10:00:00
CM006529,C02061,I saved this because it explains how I feel.,2026-05-20 08:00:00
CM006530,C03440,Where can I find more information?,2026-07-08 22:00:00
CM006531,C00149,This advice did not help me.,2026-08-27 19:00:00
CM006532,C02905,This advice did not help me.,2026-05-30 02:00:00
CM006533,C00955,Nice explanation.,2026-06-21 15:00:00
CM006534,C00933,You described my situation perfectly.,2026-01-25 18:00:00
CM006535,C02444,You described my situation perfectly.,2026-07-15 16:00:00
CM006536,C00202,How long is the full video?,2026-07-23 00:00:00
CM006537,C01058,What app did you use to make this?,2026-02-12 18:00:00
CM006538,C04093,Thanks for sharing.,2026-05-10 01:00:00
CM006539,C00350,I saved this because it explains how I feel.,2026-07-20 08:00:00
CM006540,C03852,This made me feel understood.,2026-07-01 20:00:00
CM006541,C02029,How long is the full video?,2026-04-17 17:00:00
CM006542,C03336,I thought I was the only one dealing with this.,2026-05-13 14:00:00
CM006543,C00679,Needed this reminder today.,2026-03-25 16:00:00
CM006544,C03481,Interesting perspective.,2026-04-25 20:00:00
CM006545,C01302,This advice did not help me.,2026-03-15 06:00:00
CM006546,C04141,This is painfully accurate but helpful.,2026-06-22 02:00:00
CM006547,C03358,I found this confusing.,2026-07-05 03:00:00
CM006548,C00859,I had not thought about it this way.,2026-04-25 14:00:00
CM006549,C01214,I saved this because it explains how I feel.,2026-02-11 16:00:00
CM006550,C00133,This is exactly what I needed to hear today.,2026-06-05 07:00:00
CM006551,C02120,How long is the full video?,2026-02-07 22:00:00
CM006552,C00423,This topic is worth discussing.,2026-05-18 08:00:00
CM006553,C00982,Interesting perspective.,2026-02-12 16:00:00
CM006554,C04914,Interesting perspective.,2026-06-23 09:00:00
CM006555,C00956,This is painfully accurate but helpful.,2026-04-28 17:00:00
CM006556,C00074,Finally someone put this feeling into words.,2026-07-09 16:00:00
CM006557,C04395,Good point.,2026-06-17 13:00:00
CM006558,C01220,What app did you use to make this?,2026-06-21 05:00:00
CM006559,C00232,This is exactly what I needed to hear today.,2026-03-19 09:00:00
CM006560,C04425,The editing is clean.,2026-08-12 04:00:00
CM006561,C01875,This made me feel understood.,2026-05-09 07:00:00
CM006562,C02981,Needed this reminder today.,2026-08-16 09:00:00
CM006563,C02891,I found this confusing.,2026-06-16 00:00:00
CM006564,C01584,Not sure this applies to everyone.,2026-01-27 06:00:00
CM006565,C04186,This made me feel understood.,2026-03-10 03:00:00
CM006566,C04166,This made me feel understood.,2026-05-28 17:00:00
CM006567,C01384,This made me feel understood.,2026-01-10 14:00:00
CM006568,C01262,This made me feel understood.,2026-05-21 23:00:00
CM006569,C02630,This is painfully accurate but helpful.,2026-07-24 10:00:00
CM006570,C00500,The editing is clean.,2026-01-12 08:00:00
CM006571,C02148,This feels too generalized.,2026-01-12 12:00:00
CM006572,C01245,I have been struggling with the same thing for months.,2026-04-04 00:00:00
CM006573,C00599,This feels too generalized.,2026-08-17 12:00:00
CM006574,C04066,You described my situation perfectly.,2026-03-06 05:00:00
CM006575,C03608,This is painfully accurate but helpful.,2026-03-15 17:00:00
CM006576,C00526,This made me feel understood.,2026-04-12 15:00:00
CM006577,C04995,Finally someone put this feeling into words.,2026-02-22 10:00:00
CM006578,C01229,This made me feel understood.,2026-07-06 18:00:00
CM006579,C01891,I had not thought about it this way.,2026-06-01 09:00:00
CM006580,C02087,I saved this because it explains how I feel.,2026-03-12 03:00:00
CM006581,C03673,I had not thought about it this way.,2026-05-15 08:00:00
CM006582,C03252,"This is so relatable, thank you for saying it.",2026-08-12 18:00:00
CM006583,C04532,Interesting perspective.,2026-08-17 21:00:00
CM006584,C02909,Good point.,2026-08-01 23:00:00
CM006585,C01748,Interesting perspective.,2026-04-24 12:00:00
CM006586,C02887,I had not thought about it this way.,2026-06-03 04:00:00
CM006587,C03527,Nice explanation.,2026-02-20 10:00:00
CM006588,C04345,I found this confusing.,2026-08-27 18:00:00
CM006589,C03681,I had not thought about it this way.,2026-06-17 02:00:00
CM006590,C02361,Good point.,2026-01-04 11:00:00
CM006591,C04716,"This is so relatable, thank you for saying it.",2026-08-18 05:00:00
CM006592,C03985,Where can I find more information?,2026-03-26 22:00:00
CM006593,C00963,Nice explanation.,2026-03-01 23:00:00
CM006594,C02948,Thanks for sharing.,2026-03-02 01:00:00
CM006595,C02991,Where can I find more information?,2026-02-09 15:00:00
CM006596,C00517,Needed this reminder today.,2026-02-04 10:00:00
CM006597,C03613,"This is so relatable, thank you for saying it.",2026-03-29 18:00:00
CM006598,C04576,Nice explanation.,2026-07-05 19:00:00
CM006599,C02296,This topic is worth discussing.,2026-05-16 21:00:00
CM006600,C00374,This made me feel understood.,2026-05-04 13:00:00
CM006601,C01636,This topic is worth discussing.,2026-04-25 07:00:00
CM006602,C02735,Nice explanation.,2026-08-12 09:00:00
CM006603,C01638,Where can I find more information?,2026-07-17 10:00:00
CM006604,C02970,Finally someone put this feeling into words.,2026-04-06 21:00:00
CM006605,C01129,The editing is clean.,2026-08-13 10:00:00
CM006606,C00812,I had not thought about it this way.,2026-08-21 03:00:00
CM006607,C01204,Where can I find more information?,2026-08-05 03:00:00
CM006608,C01088,Thanks for sharing.,2026-06-04 12:00:00
CM006609,C00239,This is exactly what I needed to hear today.,2026-04-16 20:00:00
CM006610,C02222,Needed this reminder today.,2026-03-30 23:00:00
CM006611,C00320,Nice explanation.,2026-06-22 20:00:00
CM006612,C02927,This feels too generalized.,2026-06-07 05:00:00
CM006613,C02546,This topic is worth discussing.,2026-01-08 21:00:00
CM006614,C01507,I saved this because it explains how I feel.,2026-08-04 00:00:00
CM006615,C01912,Where can I find more information?,2026-02-10 22:00:00
CM006616,C04918,This topic is worth discussing.,2026-01-14 13:00:00
CM006617,C01606,Needed this reminder today.,2026-07-01 14:00:00
CM006618,C01519,Finally someone put this feeling into words.,2026-04-16 12:00:00
CM006619,C03414,Interesting perspective.,2026-07-08 19:00:00
CM006620,C04212,Interesting perspective.,2026-01-13 17:00:00
CM006621,C02969,Needed this reminder today.,2026-08-18 16:00:00
CM006622,C04323,I have been struggling with the same thing for months.,2026-06-01 02:00:00
CM006623,C01549,How long is the full video?,2026-01-17 02:00:00
CM006624,C00041,Good point.,2026-01-04 02:00:00
CM006625,C03063,Needed this reminder today.,2026-04-14 18:00:00
CM006626,C02674,Nice explanation.,2026-05-05 08:00:00
CM006627,C00243,I thought I was the only one dealing with this.,2026-02-15 02:00:00
CM006628,C01628,I had not thought about it this way.,2026-02-17 13:00:00
CM006629,C04780,This is painfully accurate but helpful.,2026-01-07 07:00:00
CM006630,C04266,I saved this because it explains how I feel.,2026-02-17 14:00:00
CM006631,C02433,I have been struggling with the same thing for months.,2026-03-26 07:00:00
CM006632,C03791,This topic is worth discussing.,2026-06-29 12:00:00
CM006633,C02115,Good point.,2026-06-12 16:00:00
CM006634,C01146,This is painfully accurate but helpful.,2026-02-11 06:00:00
CM006635,C00438,Thanks for sharing.,2026-03-17 00:00:00
CM006636,C01633,I thought I was the only one dealing with this.,2026-01-14 22:00:00
CM006637,C02975,The editing is clean.,2026-08-15 09:00:00
CM006638,C00234,I have been struggling with the same thing for months.,2026-04-04 18:00:00
CM006639,C00798,Good point.,2026-07-03 19:00:00
CM006640,C01219,This topic is worth discussing.,2026-04-19 12:00:00
CM006641,C01147,Needed this reminder today.,2026-03-05 15:00:00
CM006642,C04212,What app did you use to make this?,2026-03-26 19:00:00
CM006643,C00729,Needed this reminder today.,2026-08-20 00:00:00
CM006644,C01959,This is exactly what I needed to hear today.,2026-05-06 04:00:00
CM006645,C00602,Finally someone put this feeling into words.,2026-06-20 22:00:00
CM006646,C00794,This is painfully accurate but helpful.,2026-03-30 06:00:00
CM006647,C02329,I don't agree with this.,2026-01-30 01:00:00
CM006648,C04141,I have been struggling with the same thing for months.,2026-03-13 09:00:00
CM006649,C04181,I have been struggling with the same thing for months.,2026-06-10 11:00:00
CM006650,C04259,This topic is worth discussing.,2026-05-03 09:00:00
CM006651,C02417,Nice explanation.,2026-07-03 11:00:00
CM006652,C03731,This advice did not help me.,2026-01-08 14:00:00
CM006653,C00347,How long is the full video?,2026-03-22 04:00:00
CM006654,C01867,This made me feel understood.,2026-01-06 02:00:00
CM006655,C03033,Finally someone put this feeling into words.,2026-02-19 00:00:00
CM006656,C04940,Not sure this applies to everyone.,2026-07-31 08:00:00
CM006657,C04099,What app did you use to make this?,2026-03-16 02:00:00
CM006658,C02619,"This is so relatable, thank you for saying it.",2026-06-10 19:00:00
CM006659,C03679,Interesting perspective.,2026-01-06 09:00:00
CM006660,C02547,Needed this reminder today.,2026-03-25 04:00:00
CM006661,C04345,I saved this because it explains how I feel.,2026-03-21 02:00:00
CM006662,C04570,Needed this reminder today.,2026-03-27 02:00:00
CM006663,C03261,Not sure this applies to everyone.,2026-06-06 18:00:00
CM006664,C00632,This is exactly what I needed to hear today.,2026-03-28 06:00:00
CM006665,C03048,I have been struggling with the same thing for months.,2026-01-05 08:00:00
CM006666,C03814,Thanks for sharing.,2026-07-29 09:00:00
CM006667,C01598,"This is so relatable, thank you for saying it.",2026-06-09 14:00:00
CM006668,C03201,Thanks for sharing.,2026-08-24 06:00:00
CM006669,C01781,Interesting perspective.,2026-07-05 14:00:00
CM006670,C04750,I saved this because it explains how I feel.,2026-03-14 15:00:00
CM006671,C04021,Thanks for sharing.,2026-07-29 15:00:00
CM006672,C00118,This is exactly what I needed to hear today.,2026-06-19 00:00:00
CM006673,C04647,What app did you use to make this?,2026-03-12 06:00:00
CM006674,C02105,I have been struggling with the same thing for months.,2026-03-02 04:00:00
CM006675,C02983,Good point.,2026-01-08 05:00:00
CM006676,C02546,I had not thought about it this way.,2026-06-28 09:00:00
CM006677,C01383,This advice did not help me.,2026-01-28 03:00:00
CM006678,C02332,I thought I was the only one dealing with this.,2026-08-19 03:00:00
CM006679,C02447,I saved this because it explains how I feel.,2026-03-04 15:00:00
CM006680,C00728,What app did you use to make this?,2026-01-09 21:00:00
CM006681,C03945,"This is so relatable, thank you for saying it.",2026-08-01 23:00:00
CM006682,C00640,Needed this reminder today.,2026-01-16 11:00:00
CM006683,C00681,I saved this because it explains how I feel.,2026-04-01 10:00:00
CM006684,C01377,I saved this because it explains how I feel.,2026-07-12 18:00:00
CM006685,C00723,I saved this because it explains how I feel.,2026-04-03 23:00:00
CM006686,C02706,Interesting perspective.,2026-04-20 12:00:00
CM006687,C03829,I thought I was the only one dealing with this.,2026-06-24 16:00:00
CM006688,C02728,Thanks for sharing.,2026-05-15 09:00:00
CM006689,C04465,"This is so relatable, thank you for saying it.",2026-02-20 15:00:00
CM006690,C04646,Thanks for sharing.,2026-04-05 07:00:00
CM006691,C01286,"This is so relatable, thank you for saying it.",2026-03-30 12:00:00
CM006692,C02315,I have been struggling with the same thing for months.,2026-01-14 02:00:00
CM006693,C03209,How long is the full video?,2026-07-21 06:00:00
CM006694,C01058,"This is so relatable, thank you for saying it.",2026-04-08 10:00:00
CM006695,C03554,I saved this because it explains how I feel.,2026-03-18 04:00:00
CM006696,C01270,You described my situation perfectly.,2026-02-05 23:00:00
CM006697,C03799,Nice explanation.,2026-04-23 16:00:00
CM006698,C00726,I had not thought about it this way.,2026-03-20 13:00:00
CM006699,C04385,This topic is worth discussing.,2026-02-15 03:00:00
CM006700,C04902,This is exactly what I needed to hear today.,2026-02-11 18:00:00
CM006701,C01927,Finally someone put this feeling into words.,2026-08-15 02:00:00
CM006702,C00514,I thought I was the only one dealing with this.,2026-07-27 04:00:00
CM006703,C02268,I had not thought about it this way.,2026-06-03 23:00:00
CM006704,C03633,Needed this reminder today.,2026-03-02 13:00:00
CM006705,C04564,"This is so relatable, thank you for saying it.",2026-01-23 04:00:00
CM006706,C04488,I have been struggling with the same thing for months.,2026-05-22 10:00:00
CM006707,C02784,Where can I find more information?,2026-01-22 13:00:00
CM006708,C03648,This made me feel understood.,2026-08-27 12:00:00
CM006709,C04745,You described my situation perfectly.,2026-05-26 21:00:00
CM006710,C02787,Nice explanation.,2026-08-28 15:00:00
CM006711,C02358,"This is so relatable, thank you for saying it.",2026-05-20 04:00:00
CM006712,C03675,This feels too generalized.,2026-06-08 11:00:00
CM006713,C03464,Needed this reminder today.,2026-04-25 04:00:00
CM006714,C02629,How long is the full video?,2026-03-16 16:00:00
CM006715,C04206,Interesting perspective.,2026-01-03 10:00:00
CM006716,C02538,What app did you use to make this?,2026-05-03 02:00:00
CM006717,C01146,Good point.,2026-08-06 12:00:00
CM006718,C03001,This is exactly what I needed to hear today.,2026-05-03 18:00:00
CM006719,C01497,I had not thought about it this way.,2026-06-24 08:00:00
CM006720,C03652,I have been struggling with the same thing for months.,2026-08-01 04:00:00
CM006721,C03849,Where can I find more information?,2026-03-31 22:00:00
CM006722,C03727,Nice explanation.,2026-06-23 18:00:00
CM006723,C02624,I saved this because it explains how I feel.,2026-05-14 06:00:00
CM006724,C02699,I have been struggling with the same thing for months.,2026-08-02 16:00:00
CM006725,C04493,This advice did not help me.,2026-06-14 16:00:00
CM006726,C04317,The editing is clean.,2026-01-04 20:00:00
CM006727,C03160,Where can I find more information?,2026-01-10 06:00:00
CM006728,C01322,Where can I find more information?,2026-08-24 15:00:00
CM006729,C01926,I have been struggling with the same thing for months.,2026-04-07 05:00:00
CM006730,C01478,I saved this because it explains how I feel.,2026-06-15 07:00:00
CM006731,C00985,This feels too generalized.,2026-08-05 18:00:00
CM006732,C00779,This topic is worth discussing.,2026-08-14 05:00:00
CM006733,C01914,Where can I find more information?,2026-06-28 03:00:00
CM006734,C01513,This is exactly what I needed to hear today.,2026-07-11 12:00:00
CM006735,C02373,I saved this because it explains how I feel.,2026-07-06 09:00:00
CM006736,C04124,I have been struggling with the same thing for months.,2026-06-20 10:00:00
CM006737,C01060,This made me feel understood.,2026-08-21 20:00:00
CM006738,C04677,Finally someone put this feeling into words.,2026-01-18 15:00:00
CM006739,C03516,This advice did not help me.,2026-03-08 21:00:00
CM006740,C04978,Interesting perspective.,2026-02-04 23:00:00
CM006741,C01880,Good point.,2026-07-09 15:00:00
CM006742,C03198,This is painfully accurate but helpful.,2026-02-20 17:00:00
CM006743,C02892,How long is the full video?,2026-02-07 07:00:00
CM006744,C03383,This made me feel understood.,2026-04-29 18:00:00
CM006745,C04604,Needed this reminder today.,2026-02-15 18:00:00
CM006746,C02590,I saved this because it explains how I feel.,2026-07-07 06:00:00
CM006747,C03061,How long is the full video?,2026-04-13 14:00:00
CM006748,C00891,I saved this because it explains how I feel.,2026-02-27 00:00:00
CM006749,C00360,What app did you use to make this?,2026-05-20 06:00:00
CM006750,C01330,Good point.,2026-08-26 07:00:00
CM006751,C00303,I saved this because it explains how I feel.,2026-06-29 10:00:00
CM006752,C04957,Needed this reminder today.,2026-06-10 21:00:00
CM006753,C01210,I found this confusing.,2026-06-17 15:00:00
CM006754,C00304,Nice explanation.,2026-06-28 23:00:00
CM006755,C00261,You described my situation perfectly.,2026-06-01 07:00:00
CM006756,C02579,Thanks for sharing.,2026-08-07 04:00:00
CM006757,C00029,You described my situation perfectly.,2026-03-06 11:00:00
CM006758,C03437,This topic is worth discussing.,2026-05-05 07:00:00
CM006759,C03739,How long is the full video?,2026-06-24 22:00:00
CM006760,C03784,"This is so relatable, thank you for saying it.",2026-02-05 03:00:00
CM006761,C00888,How long is the full video?,2026-04-26 14:00:00
CM006762,C00489,This topic is worth discussing.,2026-04-14 12:00:00
CM006763,C00958,Interesting perspective.,2026-03-16 04:00:00
CM006764,C01278,This is exactly what I needed to hear today.,2026-05-09 07:00:00
CM006765,C01845,I thought I was the only one dealing with this.,2026-06-20 07:00:00
CM006766,C02453,This is exactly what I needed to hear today.,2026-08-24 00:00:00
CM006767,C01912,Where can I find more information?,2026-04-18 15:00:00
CM006768,C01158,I thought I was the only one dealing with this.,2026-01-18 08:00:00
CM006769,C04779,This topic is worth discussing.,2026-08-27 02:00:00
CM006770,C04765,Good point.,2026-03-21 13:00:00
CM006771,C01873,I found this confusing.,2026-04-06 08:00:00
CM006772,C02424,Not sure this applies to everyone.,2026-06-30 11:00:00
CM006773,C03588,The editing is clean.,2026-03-20 16:00:00
CM006774,C02069,What app did you use to make this?,2026-06-20 18:00:00
CM006775,C03958,I saved this because it explains how I feel.,2026-01-03 08:00:00
CM006776,C02624,You described my situation perfectly.,2026-07-22 05:00:00
CM006777,C04191,This is exactly what I needed to hear today.,2026-05-07 05:00:00
CM006778,C04930,This is exactly what I needed to hear today.,2026-08-20 18:00:00
CM006779,C00214,Thanks for sharing.,2026-05-27 07:00:00
CM006780,C04628,Good point.,2026-05-17 12:00:00
CM006781,C01737,I don't agree with this.,2026-04-30 11:00:00
CM006782,C00839,Needed this reminder today.,2026-07-26 20:00:00
CM006783,C03189,This feels too generalized.,2026-02-13 09:00:00
CM006784,C04711,Thanks for sharing.,2026-08-21 23:00:00
CM006785,C03782,Good point.,2026-03-30 14:00:00
CM006786,C02476,I thought I was the only one dealing with this.,2026-02-01 11:00:00
CM006787,C00815,Good point.,2026-02-07 01:00:00
CM006788,C04349,Thanks for sharing.,2026-05-23 06:00:00
CM006789,C01179,I had not thought about it this way.,2026-08-12 04:00:00
CM006790,C04644,Where can I find more information?,2026-04-20 21:00:00
CM006791,C00970,This advice did not help me.,2026-02-15 04:00:00
CM006792,C03152,"This is so relatable, thank you for saying it.",2026-07-06 16:00:00
CM006793,C01231,I thought I was the only one dealing with this.,2026-03-13 21:00:00
CM006794,C04802,I had not thought about it this way.,2026-02-18 07:00:00
CM006795,C01267,Not sure this applies to everyone.,2026-06-07 16:00:00
CM006796,C04349,I saved this because it explains how I feel.,2026-07-27 18:00:00
CM006797,C02569,I have been struggling with the same thing for months.,2026-08-18 13:00:00
CM006798,C02517,Good point.,2026-04-19 05:00:00
CM006799,C00060,Nice explanation.,2026-08-17 18:00:00
CM006800,C00320,What app did you use to make this?,2026-03-30 10:00:00
CM006801,C03685,This made me feel understood.,2026-04-30 06:00:00
CM006802,C01339,How long is the full video?,2026-06-23 10:00:00
CM006803,C02779,I saved this because it explains how I feel.,2026-08-10 10:00:00
CM006804,C01941,"This is so relatable, thank you for saying it.",2026-03-22 03:00:00
CM006805,C01887,Good point.,2026-02-28 17:00:00
CM006806,C03716,I saved this because it explains how I feel.,2026-08-04 11:00:00
CM006807,C03617,Interesting perspective.,2026-02-03 06:00:00
CM006808,C02778,Where can I find more information?,2026-07-31 22:00:00
CM006809,C02960,I found this confusing.,2026-04-29 02:00:00
CM006810,C01714,How long is the full video?,2026-01-08 20:00:00
CM006811,C03871,This is exactly what I needed to hear today.,2026-06-27 15:00:00
CM006812,C02814,I saved this because it explains how I feel.,2026-02-14 09:00:00
CM006813,C03050,I saved this because it explains how I feel.,2026-04-22 12:00:00
CM006814,C03663,I had not thought about it this way.,2026-06-28 04:00:00
CM006815,C00708,I have been struggling with the same thing for months.,2026-04-21 20:00:00
CM006816,C04055,I don't agree with this.,2026-05-11 16:00:00
CM006817,C01967,Nice explanation.,2026-02-19 20:00:00
CM006818,C04874,The editing is clean.,2026-01-20 19:00:00
CM006819,C02605,Thanks for sharing.,2026-02-20 16:00:00
CM006820,C04712,I found this confusing.,2026-04-10 06:00:00
CM006821,C01115,I had not thought about it this way.,2026-03-12 11:00:00
CM006822,C02015,I have been struggling with the same thing for months.,2026-01-09 14:00:00
CM006823,C02164,Good point.,2026-04-19 19:00:00
CM006824,C03532,This feels too generalized.,2026-03-04 18:00:00
CM006825,C01515,This advice did not help me.,2026-07-17 14:00:00
CM006826,C03192,I found this confusing.,2026-02-12 14:00:00
CM006827,C00698,The editing is clean.,2026-05-21 01:00:00
CM006828,C02716,Thanks for sharing.,2026-07-19 23:00:00
CM006829,C04065,Good point.,2026-04-25 08:00:00
CM006830,C00079,I have been struggling with the same thing for months.,2026-07-27 09:00:00
CM006831,C04969,I saved this because it explains how I feel.,2026-06-29 11:00:00
CM006832,C03396,I thought I was the only one dealing with this.,2026-07-19 20:00:00
CM006833,C02341,This is exactly what I needed to hear today.,2026-03-21 13:00:00
CM006834,C00532,I thought I was the only one dealing with this.,2026-01-07 11:00:00
CM006835,C00929,I thought I was the only one dealing with this.,2026-06-30 20:00:00
CM006836,C04245,Needed this reminder today.,2026-06-30 23:00:00
CM006837,C00644,What app did you use to make this?,2026-08-10 03:00:00
CM006838,C04341,I found this confusing.,2026-05-27 12:00:00
CM006839,C03182,Interesting perspective.,2026-05-12 08:00:00
CM006840,C01412,Nice explanation.,2026-06-16 07:00:00
CM006841,C00738,This feels too generalized.,2026-06-27 17:00:00
CM006842,C02340,This is exactly what I needed to hear today.,2026-01-12 14:00:00
CM006843,C04494,Interesting perspective.,2026-06-17 15:00:00
CM006844,C03333,Where can I find more information?,2026-02-19 23:00:00
CM006845,C01706,What app did you use to make this?,2026-05-12 18:00:00
CM006846,C04845,I had not thought about it this way.,2026-02-20 14:00:00
CM006847,C00892,Finally someone put this feeling into words.,2026-04-21 03:00:00
CM006848,C04769,Where can I find more information?,2026-02-09 03:00:00
CM006849,C04794,Needed this reminder today.,2026-08-02 04:00:00
CM006850,C03597,Interesting perspective.,2026-05-19 17:00:00
CM006851,C03129,This is painfully accurate but helpful.,2026-01-07 22:00:00
CM006852,C00493,I have been struggling with the same thing for months.,2026-03-22 23:00:00
CM006853,C02904,Nice explanation.,2026-01-20 08:00:00
CM006854,C00911,Where can I find more information?,2026-04-21 19:00:00
CM006855,C02838,Where can I find more information?,2026-02-28 03:00:00
CM006856,C03723,I don't agree with this.,2026-06-24 01:00:00
CM006857,C03716,This topic is worth discussing.,2026-08-21 00:00:00
CM006858,C02235,You described my situation perfectly.,2026-05-12 21:00:00
CM006859,C03624,This is exactly what I needed to hear today.,2026-01-02 15:00:00
CM006860,C00204,Where can I find more information?,2026-04-21 03:00:00
CM006861,C00085,I found this confusing.,2026-08-21 13:00:00
CM006862,C01648,Good point.,2026-08-08 23:00:00
CM006863,C04612,Thanks for sharing.,2026-05-09 21:00:00
