content_id,date,platform,topic,format,hook,caption_style,video_length_sec,impressions,followers_before,likes,comments,shares,saves,retention_rate,followers_gained,engagement_rate_pct,save_to_share_ratio,viral_coefficient,viral_score,viral_label
C01508,2026-04-27,Instagram,Family Pressure,Short,Visual,Confession,41,170811,152244,18102,1299,2813,1124,0.664,389,13.663,0.4,12.6962,0.07692566872156946,Viral
C02769,2026-04-27,YouTube,Dating,Short,Visual,List,31,72811,53024,4452,590,660,539,0.567,117,8.572,0.817,8.4726,0.06421534795566604,Non-Viral
C03072,2026-04-27,Instagram,Career Stress,Short,Text,Story,60,158590,71733,10623,1329,2430,1277,0.428,819,9.874,0.526,10.8134,0.05336781638186519,Non-Viral
C00785,2026-04-27,Instagram,Friendship,Long,Visual,Story,46,104399,63443,3556,247,396,236,0.544,83,4.248,0.596,3.648,0.057139968773647264,Non-Viral
C00768,2026-04-27,YouTube,Burnout,Short,Text,Advice,31,59939,14693,2934,140,217,567,0.562,160,6.437,2.613,5.7759,0.06101739768764912,Non-Viral
C00644,2026-04-27,Instagram,Self-Doubt,Long,Visual,Advice,36,128755,75845,4142,374,641,393,0.453,72,4.311,0.613,4.1482,0.048891705176498004,Non-Viral
C03971,2026-04-27,Instagram,College Life,Long,Visual,Story,27,173544,125060,8964,1196,2053,1756,0.303,649,8.049,0.855,9.189,0.03969271884939843,Non-Viral
C01101,2026-04-27,Instagram,College Life,Long,Text,Advice,27,115140,104411,5517,447,945,751,0.557,250,6.653,0.795,6.7448,0.06193241271495571,Non-Viral
C04281,2026-04-27,Instagram,Family Pressure,Short,Visual,Advice,29,125575,212024,10037,416,1467,448,0.494,606,9.849,0.305,8.7115,0.056224208640254826,Non-Viral
C01202,2026-04-27,Instagram,Dating,Short,Visual,Confession,30,156121,118355,7791,475,1019,722,0.457,355,6.41,0.709,5.8346,0.05048090711691573,Non-Viral
C03923,2026-04-27,YouTube,Career Stress,Short,Text,List,21,36741,43356,2046,136,249,103,0.433,31,6.897,0.414,5.9334,0.047745986772270765,Non-Viral
C03427,2026-04-27,YouTube,Friendship,Long,Text,Confession,24,120125,157446,7408,365,704,419,0.292,551,7.406,0.595,5.995,0.033339438085327786,Non-Viral
C00622,2026-04-27,Instagram,Dating,Short,Visual,Question,37,72224,30775,5460,547,683,838,0.702,172,10.423,1.227,10.0735,0.07907239698715109,Viral
C03855,2026-04-28,Instagram,Dating,Short,Text,Question,46,115907,22865,7393,675,733,482,0.338,387,8.009,0.658,6.7917,0.03876691312862899,Non-Viral
C00276,2026-04-28,Instagram,College Life,Short,Text,Question,8,169007,126709,5931,889,410,395,0.559,325,4.512,0.963,3.7389,0.05848184572236653,Non-Viral
C01808,2026-04-28,Instagram,Family Pressure,Short,Visual,Confession,32,104114,162866,2800,306,610,396,0.568,241,3.95,0.649,4.3039,0.06101845284976083,Non-Viral
C01932,2026-04-28,YouTube,Self-Doubt,Short,Visual,Confession,40,92166,231700,12406,560,901,1492,0.648,528,16.664,1.656,13.812,0.07496698131632056,Viral
C01146,2026-04-28,YouTube,Dating,Long,Visual,List,51,75358,184229,4571,265,328,418,0.472,217,7.407,1.274,5.9755,0.051350189760874757,Non-Viral
C04428,2026-04-28,YouTube,Family Pressure,Short,Text,Confession,30,89266,122865,7918,286,650,706,0.495,143,10.71,1.086,8.6819,0.05562999350256537,Non-Viral
C01517,2026-04-28,Instagram,Burnout,Long,Text,List,60,148309,157828,2978,207,618,196,0.37,159,2.696,0.317,2.7278,0.039480968788138275,Non-Viral
C02686,2026-04-28,YouTube,Dating,Short,Visual,Advice,63,68423,212303,6699,750,511,660,0.626,309,12.598,1.292,10.7091,0.07049865980737471,Viral
C04355,2026-04-28,Instagram,Dating,Long,Text,Question,22,123152,101156,9863,1178,809,1019,0.49,356,10.45,1.26,9.0648,0.05587321358971028,Non-Viral
C02844,2026-04-28,Instagram,Burnout,Short,Visual,List,10,130199,133336,6181,952,1217,354,0.586,452,6.685,0.291,6.8184,0.06471871058917503,Non-Viral
C03656,2026-04-28,Instagram,Social Anxiety,Short,Text,Question,32,149835,6870,8038,1137,1722,1390,0.514,251,8.2,0.807,9.1237,0.06049300230253279,Non-Viral
C04895,2026-04-28,YouTube,Burnout,Short,Text,Advice,30,155764,136031,7941,472,306,402,0.451,195,5.856,1.314,4.1091,0.04721281168947895,Non-Viral
C02958,2026-04-29,Instagram,Burnout,Short,Text,Advice,9,28931,92400,2363,127,179,178,0.511,108,9.841,0.994,7.829,0.05638844492067333,Non-Viral
C04608,2026-04-29,Instagram,Burnout,Short,Text,List,35,40831,118047,1517,200,168,191,0.571,97,5.084,1.137,4.7623,0.061089615733143934,Non-Viral
C02416,2026-04-29,YouTube,Social Anxiety,Long,Visual,Confession,27,12056,68035,679,92,90,91,0.562,21,7.896,1.011,7.7099,0.06296841406768415,Non-Viral
C00651,2026-04-29,Instagram,Self-Doubt,Long,Text,Story,31,29746,189151,746,47,93,84,0.464,42,3.261,0.903,2.9937,0.04889109123915821,Non-Viral
C01492,2026-04-29,Instagram,Dating,Short,Visual,Advice,59,113096,27999,5745,953,509,740,0.553,141,7.027,1.454,6.4627,0.06055217514324115,Non-Viral
C00444,2026-04-29,Instagram,Family Pressure,Short,Visual,Confession,8,46422,240592,2876,311,273,397,0.526,63,8.309,1.454,7.5772,0.05881687992762053,Non-Viral
C04473,2026-04-29,Instagram,Burnout,Short,Visual,Question,18,171663,180087,11103,271,954,587,0.657,357,7.523,0.615,5.8219,0.0694634784432289,Viral
C01244,2026-04-29,Instagram,Self-Doubt,Short,Visual,Confession,39,90590,135645,10784,796,1623,932,0.565,329,15.603,0.574,14.7025,0.06896660779335467,Viral
C00729,2026-04-29,Instagram,Social Anxiety,Long,Text,List,43,13738,68525,838,67,96,44,0.499,33,7.607,0.458,6.5184,0.05473694860969573,Non-Viral
C04217,2026-04-29,YouTube,Self-Doubt,Long,Text,Advice,45,104701,100255,6719,810,712,615,0.4,395,8.458,0.864,7.584,0.04598275088108042,Non-Viral
C04714,2026-04-29,Instagram,Burnout,Short,Visual,Confession,36,123562,221562,11471,307,1346,851,0.448,162,11.31,0.632,9.6599,0.05214084912837281,Non-Viral
C01031,2026-04-29,Instagram,Self-Doubt,Short,Text,List,33,41442,238767,962,137,79,166,0.563,23,3.243,2.101,3.0295,0.058855378601418845,Non-Viral
C04561,2026-04-29,Instagram,Friendship,Short,Visual,Question,47,24316,66666,706,38,58,50,0.598,53,3.504,0.862,2.813,0.06172465866096397,Non-Viral
C04014,2026-04-29,YouTube,Self-Doubt,Long,Text,Confession,39,66780,100819,3937,361,322,447,0.431,137,7.588,1.388,6.5439,0.04808876909254268,Non-Viral
C04830,2026-04-29,Instagram,Career Stress,Long,Text,Story,16,69389,37668,2746,158,412,94,0.389,42,4.914,0.228,4.3725,0.0423198504085662,Non-Viral
C00282,2026-04-29,Instagram,Social Anxiety,Long,Visual,Story,9,109406,87465,12661,388,919,1624,0.445,636,14.252,1.767,11.8069,0.05326505858910846,Non-Viral
C03644,2026-04-30,Instagram,Career Stress,Short,Visual,List,32,29706,84967,1171,72,151,109,0.531,60,5.06,0.722,4.5933,0.0568517673197334,Non-Viral
C02540,2026-04-30,YouTube,Social Anxiety,Short,Text,Story,50,154935,227367,15067,2001,2743,2091,0.567,248,14.136,0.762,14.8101,0.070652948010456,Viral
C03660,2026-04-30,YouTube,Self-Doubt,Short,Visual,List,38,82174,70651,2867,192,444,564,0.549,208,4.949,1.27,5.0886,0.05974094725825688,Non-Viral
C00235,2026-04-30,Instagram,Self-Doubt,Long,Visual,List,34,36999,35870,1216,141,164,183,0.413,52,4.606,1.116,4.5339,0.04535010946241791,Non-Viral
C03141,2026-04-30,Instagram,Burnout,Long,Text,Advice,54,149741,91001,5810,245,844,734,0.367,213,5.097,0.87,4.8567,0.04095234237783907,Non-Viral
C03709,2026-04-30,Instagram,Dating,Long,Text,Story,17,58241,179344,3286,425,218,251,0.343,95,7.177,1.151,5.9005,0.03837187376590375,Non-Viral
C00563,2026-04-30,Instagram,Dating,Long,Text,Question,41,75949,5233,5003,623,375,758,0.249,248,8.899,2.021,8.0014,0.0313464311577506,Non-Viral
C01477,2026-04-30,Instagram,Self-Doubt,Short,Text,Story,32,83479,45887,7503,862,964,888,0.403,425,12.239,0.921,11.6347,0.050236630769415064,Non-Viral
C02298,2026-04-30,Instagram,Friendship,Short,Visual,Confession,46,59579,12344,4240,251,648,432,0.705,74,9.351,0.667,8.9033,0.07820153913291596,Viral
C01120,2026-04-30,YouTube,College Life,Short,Text,Story,57,72523,65595,2114,295,161,249,0.474,117,3.887,1.547,3.4203,0.05003916274836948,Non-Viral
C01116,2026-04-30,YouTube,Career Stress,Short,Visual,Confession,44,50732,115381,2717,306,387,379,0.565,68,7.469,0.979,7.3652,0.06307868800756919,Non-Viral
C01918,2026-04-30,Instagram,Burnout,Short,Visual,Story,15,178989,42094,6202,568,1231,1185,0.623,293,5.132,0.963,5.5959,0.0678570454050249,Viral
C00718,2026-04-30,Instagram,Family Pressure,Long,Text,Story,38,78500,71667,2025,96,157,91,0.35,37,3.018,0.58,2.3051,0.0364312101910828,Non-Viral
C04415,2026-04-30,YouTube,Self-Doubt,Short,Visual,Story,52,92065,116089,6275,291,1180,1031,0.575,238,9.533,0.874,9.9669,0.06710136859827295,Viral
C02156,2026-04-30,YouTube,Career Stress,Short,Visual,Question,54,158654,101666,11279,1722,1957,1588,0.588,856,10.429,0.811,10.885,0.06898159012694291,Viral
C04293,2026-04-30,YouTube,Self-Doubt,Short,Text,Story,26,105595,144870,5642,621,525,432,0.466,234,6.837,0.823,5.8634,0.050946796723329704,Non-Viral
C00284,2026-04-30,Instagram,College Life,Long,Text,Question,37,140453,152337,6293,509,508,285,0.446,228,5.408,0.561,4.2747,0.047379933500886415,Non-Viral
C03015,2026-04-30,Instagram,Family Pressure,Short,Visual,Confession,29,27731,77699,1357,85,64,197,0.664,65,6.141,3.078,5.0197,0.07002951209837366,Viral
C02739,2026-04-30,Instagram,Friendship,Short,Visual,List,40,21091,201051,1349,147,235,119,0.612,62,8.772,0.506,8.7146,0.06895212175809587,Viral
C00203,2026-05-01,Instagram,Social Anxiety,Short,Text,Advice,27,68191,220136,1720,279,410,307,0.504,34,3.983,0.749,4.5791,0.055069971110557114,Non-Viral
C04573,2026-05-01,Instagram,Friendship,Short,Text,Story,44,130173,12004,6807,1062,811,730,0.529,181,7.229,0.9,6.829,0.058609709386739185,Non-Viral
C00185,2026-05-01,Instagram,College Life,Short,Text,Story,34,63902,6475,2383,203,372,87,0.508,85,4.765,0.234,4.3598,0.05430458514600482,Non-Viral
C04638,2026-05-01,Instagram,Friendship,Short,Text,Story,37,138573,12390,10150,708,2213,1305,0.516,690,10.374,0.59,11.1032,0.062378073650711185,Non-Viral
C03116,2026-05-01,Instagram,College Life,Long,Visual,Question,34,63648,58694,2177,139,370,140,0.493,82,4.44,0.378,4.2217,0.0529034125188537,Non-Viral
C00055,2026-05-01,Instagram,Burnout,Long,Text,Question,29,106017,47746,7848,816,807,859,0.414,307,9.744,1.064,8.7599,0.04841066810039899,Non-Viral
C03450,2026-05-01,YouTube,Social Anxiety,Short,Visual,Story,9,28202,68204,2426,251,249,111,0.526,76,10.769,0.446,9.0721,0.05908890149634778,Non-Viral
C04363,2026-05-01,Instagram,Career Stress,Long,Text,Question,34,163954,155633,4929,377,222,380,0.366,165,3.603,1.712,2.7178,0.03824954804396355,Non-Viral
C01519,2026-05-01,Instagram,Social Anxiety,Short,Visual,List,46,113795,69121,10278,1167,567,1976,0.521,833,12.292,3.485,11.022,0.06108985016916385,Non-Viral
C02664,2026-05-01,Instagram,Self-Doubt,Long,Text,Question,35,14830,150544,407,54,103,39,0.391,35,4.066,0.379,4.528,0.04356055293324343,Non-Viral
C01549,2026-05-01,Instagram,College Life,Short,Visual,Advice,8,23765,247312,1321,156,84,53,0.665,84,6.792,0.631,5.2704,0.0697442667788765,Viral
C00183,2026-05-01,Instagram,Self-Doubt,Short,Text,List,36,109159,244822,3433,313,857,332,0.605,163,4.521,0.387,4.9662,0.0653754569023168,Non-Viral
C04196,2026-05-01,Instagram,Career Stress,Long,Visual,Advice,50,95720,246054,2927,221,419,218,0.502,57,3.954,0.52,3.644,0.05319937317175094,Non-Viral
C01353,2026-05-01,Instagram,Burnout,Short,Visual,List,38,114373,249543,4946,592,1320,524,0.545,264,6.454,0.397,7.3173,0.061844390721586394,Non-Viral
C01356,2026-05-01,Instagram,Self-Doubt,Short,Visual,Confession,27,146577,39547,7692,619,507,1205,0.507,679,6.838,2.377,5.9392,0.05535625575636014,Non-Viral
C03842,2026-05-01,YouTube,Social Anxiety,Short,Visual,Story,35,103190,136439,7463,591,957,821,0.564,151,9.528,0.858,8.8487,0.06381932357786607,Non-Viral
C00252,2026-05-01,YouTube,Social Anxiety,Long,Visual,Advice,42,58758,92073,4383,214,791,398,0.521,167,9.847,0.503,9.6693,0.060736270805677534,Non-Viral
C01814,2026-05-01,YouTube,Dating,Long,Visual,Advice,33,60108,25291,3595,645,520,305,0.524,280,8.426,0.587,8.2102,0.05942485526053105,Non-Viral
C02642,2026-05-01,Instagram,Friendship,Short,Text,Confession,41,120999,100283,8641,272,613,887,0.49,139,8.606,1.447,6.8939,0.0538161555054174,Non-Viral
C01018,2026-05-01,Instagram,Family Pressure,Short,Text,Advice,33,85680,97035,6487,806,426,734,0.541,366,9.866,1.723,8.4016,0.060318487394957994,Non-Viral
C02977,2026-05-01,Instagram,Social Anxiety,Short,Text,List,44,70732,136415,2355,107,311,475,0.603,185,4.592,1.527,4.5538,0.06452015495108296,Non-Viral
C02011,2026-05-01,Instagram,Career Stress,Long,Visual,Story,48,64051,61357,2431,149,375,231,0.414,149,4.974,0.616,4.7244,0.04546551029648249,Non-Viral
C03140,2026-05-01,Instagram,Career Stress,Long,Visual,Advice,27,66925,174067,2245,161,235,140,0.418,157,4.155,0.596,3.5099,0.04436854688083676,Non-Viral
C02948,2026-05-01,Instagram,Social Anxiety,Short,Visual,Story,8,5602,229562,647,34,102,91,0.595,37,15.602,0.892,15.3963,0.07347715101749375,Viral
C03706,2026-05-02,YouTube,Career Stress,Long,Visual,Question,36,90561,113538,5463,429,672,522,0.591,278,7.825,0.777,7.1057,0.06487897770563487,Non-Viral
C04825,2026-05-02,YouTube,College Life,Short,Visual,Story,28,33458,76474,1504,154,214,223,0.43,107,6.262,1.042,6.1898,0.04856817502540499,Non-Viral
C04085,2026-05-02,Instagram,Career Stress,Long,Text,Story,9,148644,21248,9813,563,1359,1054,0.393,407,8.604,0.776,8.0299,0.0461095584080084,Non-Viral
C04660,2026-05-02,Instagram,Self-Doubt,Short,Visual,List,36,17297,105360,1233,118,203,64,0.532,32,9.354,0.315,8.8484,0.06061458056310343,Non-Viral
C03927,2026-05-02,Instagram,Dating,Short,Text,List,8,67250,42088,5748,432,828,613,0.49,138,11.332,0.74,10.7539,0.05823866171003718,Non-Viral
C02597,2026-05-02,YouTube,Career Stress,Long,Visual,List,20,45909,48590,2319,221,284,204,0.308,107,6.596,0.718,5.9923,0.03563892047310985,Non-Viral
C04716,2026-05-02,Instagram,Self-Doubt,Short,Visual,Story,43,95408,20977,7014,765,660,1083,0.623,585,9.98,1.641,9.2241,0.07002105064564816,Viral
C03638,2026-05-02,Instagram,Family Pressure,Short,Text,Question,37,157347,120291,11985,560,989,1678,0.471,174,9.668,1.697,8.3608,0.053661612232835706,Non-Viral
C02538,2026-05-02,Instagram,Self-Doubt,Short,Visual,Advice,17,170659,193177,4387,647,440,547,0.56,210,3.528,1.243,3.2685,0.05869045289143849,Non-Viral
C04883,2026-05-02,YouTube,Family Pressure,Short,Visual,Advice,37,124912,232777,7004,204,672,776,0.461,133,6.93,1.155,5.905,0.0506295888305367,Non-Viral
C05000,2026-05-02,Instagram,Friendship,Long,Visual,Story,8,120766,41635,9439,311,811,483,0.481,600,9.145,0.596,7.1088,0.05270808505705248,Non-Viral
C00406,2026-05-02,Instagram,Self-Doubt,Short,Text,Advice,32,133824,138253,2708,270,483,165,0.593,130,2.71,0.342,2.6438,0.06159667324246772,Non-Viral
C00021,2026-05-02,Instagram,Dating,Short,Text,List,41,163059,139851,11409,992,812,533,0.57,342,8.43,0.656,6.5587,0.06113408643497138,Non-Viral
C02254,2026-05-02,Instagram,Career Stress,Short,Visual,Confession,36,140247,7494,6176,570,629,254,0.58,288,5.44,0.404,4.5192,0.061171190827611285,Non-Viral
C01053,2026-05-02,Instagram,Burnout,Long,Text,Story,25,170779,171114,4201,484,508,679,0.482,244,3.438,1.337,3.3426,0.05115645249123136,Non-Viral
C01162,2026-05-02,YouTube,Dating,Long,Visual,Question,44,29452,14491,581,114,159,132,0.552,14,3.348,0.83,4.0829,0.05955454298519626,Non-Viral
C00453,2026-05-02,Instagram,College Life,Long,Text,List,30,51736,195295,2266,140,190,110,0.474,72,5.23,0.579,4.1229,0.05009638162981289,Non-Viral
C00180,2026-05-02,Instagram,Friendship,Short,Visual,Story,48,112730,179639,8655,1226,1939,798,0.555,587,11.193,0.412,12.046,0.06699516543954583,Viral
C00405,2026-05-02,Instagram,College Life,Short,Visual,Question,37,80291,129049,5137,352,422,506,0.45,338,7.992,1.199,6.6938,0.049913377589019946,Non-Viral
C04797,2026-05-03,YouTube,Friendship,Short,Text,Story,50,135634,175405,7220,326,491,725,0.516,196,6.46,1.477,5.1772,0.055193125617470556,Non-Viral
C00876,2026-05-03,Instagram,Dating,Short,Text,Confession,33,105539,200130,3045,179,852,608,0.452,172,4.438,0.714,5.271,0.05081545968788789,Non-Viral
C04140,2026-05-03,Instagram,Burnout,Long,Text,Story,50,18998,130737,614,100,131,43,0.411,42,4.674,0.328,4.9268,0.045671533845667966,Non-Viral
C03129,2026-05-03,Instagram,Career Stress,Short,Text,Story,20,154514,12872,6030,691,1009,490,0.534,85,5.32,0.486,5.2154,0.05796075177653805,Non-Viral
C03012,2026-05-03,Instagram,Burnout,Short,Text,Question,35,27840,81300,2786,111,156,350,0.572,75,12.223,2.244,9.7971,0.06409116379310345,Non-Viral
C04270,2026-05-03,Instagram,Burnout,Short,Visual,Question,34,93057,24885,9889,837,1256,427,0.612,402,13.335,0.34,11.6294,0.06999944550114447,Viral
C04340,2026-05-03,YouTube,Family Pressure,Short,Text,Story,49,170755,189545,15739,1645,2178,966,0.589,622,12.022,0.444,11.0117,0.0677820239524465,Viral
C00667,2026-05-03,Instagram,Friendship,Short,Text,Story,45,32263,229824,1967,119,321,154,0.509,122,7.938,0.48,7.5411,0.05736251123578093,Non-Viral
C04346,2026-05-03,Instagram,College Life,Short,Visual,Advice,54,13464,156243,955,87,146,130,0.638,35,9.789,0.89,9.6999,0.07254554367201427,Viral
C00629,2026-05-03,YouTube,Family Pressure,Long,Text,List,30,139698,183065,2489,171,253,351,0.422,135,2.336,1.387,2.1203,0.04395235150109522,Non-Viral
C00556,2026-05-03,Instagram,Family Pressure,Long,Visual,Question,31,97287,72433,5030,617,703,492,0.561,134,7.033,0.7,6.7157,0.06182018871997287,Non-Viral
C02350,2026-05-03,YouTube,Dating,Short,Visual,Question,27,92086,161210,4642,433,293,888,0.651,156,6.794,3.031,6.109,0.07013008057685208,Viral
C02685,2026-05-03,Instagram,Career Stress,Short,Text,Advice,57,178861,101212,10397,373,1463,1227,0.473,352,7.525,0.839,7.0451,0.05335162668217219,Non-Viral
C03762,2026-05-03,Instagram,Friendship,Short,Visual,Confession,60,30199,138579,1100,124,134,104,0.573,52,4.841,0.776,4.4571,0.06094581608662538,Non-Viral
C04962,2026-05-03,Instagram,Career Stress,Short,Visual,Advice,41,56128,156228,4275,117,293,303,0.623,88,8.887,1.034,6.7667,0.06658128563283923,Viral
C04126,2026-05-03,YouTube,Social Anxiety,Long,Text,Story,41,86781,131914,2838,118,157,163,0.523,175,3.775,1.038,2.7575,0.05388156739378436,Non-Viral
C01767,2026-05-03,Instagram,Family Pressure,Short,Visual,Confession,43,168036,199151,9044,501,2306,1013,0.507,736,7.656,0.439,8.461,0.059131229022352357,Non-Viral
C04134,2026-05-03,Instagram,Dating,Short,Visual,Advice,32,179311,69592,10495,425,1283,1194,0.732,520,7.471,0.931,6.7603,0.07877299886788876,Viral
C01152,2026-05-03,Instagram,Friendship,Short,Visual,Question,47,75564,164054,3146,129,358,242,0.461,210,5.128,0.676,4.3996,0.04944881689693505,Non-Viral
C00115,2026-05-03,Instagram,Self-Doubt,Short,Visual,List,50,91375,126063,6931,601,430,838,0.611,384,9.631,1.949,8.0252,0.06695554035567716,Viral
C03374,2026-05-03,Instagram,Burnout,Short,Visual,Confession,41,138778,160287,13317,668,877,843,0.715,655,11.317,0.961,8.6307,0.07688810186052544,Viral
C03376,2026-05-03,Instagram,Self-Doubt,Long,Visual,Confession,35,54998,151057,3186,320,142,237,0.51,133,7.064,1.669,5.4057,0.05432739372340813,Non-Viral
C01379,2026-05-03,Instagram,Friendship,Short,Visual,Advice,35,89932,140473,10349,830,1095,565,0.541,202,14.276,0.516,12.0474,0.06284827647555932,Non-Viral
C03377,2026-05-03,Instagram,Friendship,Short,Text,Confession,45,148412,200508,10674,1830,1729,2211,0.512,615,11.08,1.279,11.9202,0.0627613966525618,Non-Viral
C01008,2026-05-03,YouTube,Social Anxiety,Short,Visual,Advice,68,144646,68953,15765,1280,854,2601,0.52,1090,14.173,3.046,12.1445,0.06137875917757837,Non-Viral
C01091,2026-05-03,YouTube,Family Pressure,Short,Visual,Advice,33,77691,135071,6266,627,1080,248,0.585,242,10.582,0.23,10.052,0.06692375564737228,Viral
C00159,2026-05-03,Instagram,Family Pressure,Short,Text,Confession,49,90785,64352,5167,275,207,347,0.569,86,6.605,1.676,4.7486,0.05952708597235226,Non-Viral
C01737,2026-05-03,Instagram,Self-Doubt,Long,Text,Question,46,142188,96582,3556,421,490,195,0.541,182,3.279,0.398,3.0027,0.056506321208540815,Non-Viral
C01490,2026-05-04,YouTube,College Life,Long,Visual,Question,32,138799,184055,9266,1039,1373,520,0.452,537,8.788,0.379,8.1777,0.05189817505889812,Non-Viral
C03903,2026-05-04,Instagram,Career Stress,Short,Visual,Advice,31,168042,85826,6628,1121,460,1347,0.556,189,5.687,2.928,5.3972,0.06023723354875568,Non-Viral
C04536,2026-05-04,Instagram,Burnout,Short,Text,Story,21,71255,42818,6829,467,394,238,0.594,217,11.126,0.604,8.1019,0.06387337028980422,Non-Viral
C02715,2026-05-04,Instagram,Social Anxiety,Short,Text,Story,36,88317,159324,6322,283,764,554,0.457,294,8.971,0.725,7.9096,0.05195530758517613,Non-Viral
C01217,2026-05-04,YouTube,Dating,Long,Text,Advice,9,48283,59445,3125,245,466,406,0.371,151,8.786,0.871,8.5744,0.04472690802145683,Non-Viral
C02313,2026-05-04,Instagram,Dating,Short,Visual,Story,23,81274,199932,8943,857,691,653,0.603,253,13.712,0.945,11.241,0.06811799837586435,Viral
C02251,2026-05-04,Instagram,Family Pressure,Short,Text,Question,39,96366,160406,3764,241,335,201,0.683,187,4.712,0.6,3.7882,0.07086522009837495,Viral
C01241,2026-05-04,Instagram,Career Stress,Long,Visual,Confession,30,133858,190608,9031,459,1767,640,0.24,577,8.888,0.362,8.8041,0.0318889569543845,Non-Viral
C03940,2026-05-04,Instagram,Dating,Long,Text,Question,24,21067,53191,408,44,62,27,0.492,30,2.568,0.435,2.4208,0.05122211990316609,Non-Viral
C01051,2026-05-04,YouTube,Family Pressure,Short,Text,Advice,39,51064,106868,1538,82,203,178,0.481,24,3.919,0.877,3.6366,0.05117555224815918,Non-Viral
C02901,2026-05-04,YouTube,Dating,Short,Visual,Confession,8,130615,142013,5695,283,953,636,0.556,365,5.793,0.667,5.6678,0.06066909619875207,Non-Viral
C02952,2026-05-04,Instagram,Social Anxiety,Short,Text,Question,34,150485,130681,16797,1006,1119,1676,0.371,973,13.688,1.498,11.042,0.04479013522942486,Non-Viral
C02066,2026-05-04,YouTube,Dating,Short,Visual,Question,11,110954,31105,9020,1262,751,503,0.438,366,10.397,0.67,8.7081,0.049911992357193076,Non-Viral
C01618,2026-05-04,YouTube,Career Stress,Short,Text,Question,27,84194,12113,3438,252,257,243,0.489,131,4.977,0.946,3.9837,0.05158843385514407,Non-Viral
C04169,2026-05-04,Instagram,College Life,Short,Text,Question,41,17646,138020,427,24,26,31,0.414,22,2.879,1.192,2.2073,0.0427940836450187,Non-Viral
C00940,2026-05-04,Instagram,Social Anxiety,Long,Visual,Question,26,68464,201646,6598,274,735,493,0.348,288,11.831,0.671,10.0797,0.042391580976863755,Non-Viral
C04395,2026-05-04,Instagram,Dating,Long,Visual,Story,43,147351,31010,11243,983,1886,2063,0.424,264,10.977,1.094,11.4556,0.05336056355233422,Non-Viral
C00897,2026-05-04,Instagram,College Life,Short,Visual,Question,35,115945,171070,4507,507,988,321,0.63,249,5.453,0.325,5.7096,0.06832105739790417,Viral
C04173,2026-05-04,Instagram,Social Anxiety,Short,Visual,Confession,8,75276,77783,4741,334,711,333,0.595,420,8.129,0.468,7.5329,0.06574302566555076,Non-Viral
C00445,2026-05-04,Instagram,Career Stress,Short,Text,Confession,53,143366,200712,6549,1025,1241,647,0.593,623,6.6,0.521,6.8559,0.06562158252305289,Non-Viral
C00420,2026-05-04,YouTube,Burnout,Long,Visual,Confession,44,73297,54032,2925,272,319,138,0.465,140,4.985,0.433,4.2341,0.04957993505873365,Non-Viral
C00017,2026-05-05,Instagram,Burnout,Short,Visual,Story,33,142040,107763,17747,527,2105,1123,0.554,278,15.138,0.533,12.8309,0.064997296536187,Non-Viral
C04396,2026-05-05,Instagram,Friendship,Short,Text,Question,50,150938,122359,8869,1115,1983,1932,0.511,335,9.208,0.974,10.5474,0.061960088248154875,Non-Viral
C01000,2026-05-05,YouTube,College Life,Long,Visual,Story,62,150532,61544,6932,361,398,893,0.554,359,5.702,2.244,4.6419,0.0587291924640608,Non-Viral
C04109,2026-05-05,Instagram,Burnout,Short,Text,Advice,51,59079,206151,2739,345,624,396,0.401,136,6.947,0.635,7.7032,0.047739770476819175,Non-Viral
C03311,2026-05-05,Instagram,Social Anxiety,Short,Visual,Question,19,86264,87340,5223,482,743,309,0.525,85,7.833,0.416,7.1658,0.05828862561439303,Non-Viral
C02811,2026-05-05,Instagram,Burnout,Long,Text,Story,54,77481,159875,4926,472,635,737,0.57,138,8.738,1.161,8.4537,0.06445537615673519,Non-Viral
C00608,2026-05-05,Instagram,Friendship,Long,Visual,Advice,51,16328,222862,608,23,40,59,0.439,16,4.471,1.475,3.5307,0.04629772170504655,Non-Viral
C02959,2026-05-05,Instagram,Career Stress,Long,Text,Confession,45,178243,20645,8144,294,850,703,0.453,231,5.605,0.827,4.7514,0.04887657804233547,Non-Viral
C01442,2026-05-05,Instagram,Career Stress,Short,Text,Story,58,81084,214688,4436,290,443,576,0.473,234,7.085,1.3,6.3317,0.05242616545804351,Non-Viral
C03665,2026-05-05,YouTube,College Life,Long,Visual,Confession,42,125601,169645,11679,1162,1493,1535,0.498,205,12.634,1.028,12.0473,0.06020318150333198,Non-Viral
C02743,2026-05-05,Instagram,Dating,Short,Visual,Question,52,66699,101232,7768,430,1000,615,0.573,466,14.712,0.615,13.1321,0.06777991724013853,Viral
C03995,2026-05-05,YouTube,Self-Doubt,Short,Visual,Confession,56,70419,200743,3050,282,202,202,0.574,93,5.305,1.0,4.2006,0.0601520981553274,Non-Viral
C01916,2026-05-06,YouTube,College Life,Long,Visual,List,31,34009,13921,2610,300,341,188,0.408,117,10.112,0.551,9.274,0.048293604634067455,Non-Viral
C00549,2026-05-06,YouTube,Career Stress,Short,Text,Story,34,92424,151854,4329,486,382,445,0.429,261,6.104,1.165,5.3336,0.046993092703193975,Non-Viral
