comment_id,content_id,comment_text,created_at,nlp_label
CM005419,C00916,Where can I find more information?,2026-02-17 19:00:00,Neutral
CM005420,C01101,Not sure this applies to everyone.,2026-03-19 09:00:00,Neutral
CM005421,C02459,Needed this reminder today.,2026-01-15 17:00:00,Relatable
CM005422,C03544,The editing is clean.,2026-02-10 07:00:00,Neutral
CM005423,C01953,This is exactly what I needed to hear today.,2026-05-21 03:00:00,Relatable
CM005424,C02856,This is painfully accurate but helpful.,2026-03-09 11:00:00,Neutral
CM005425,C03001,How long is the full video?,2026-05-12 21:00:00,Neutral
CM005426,C03174,The editing is clean.,2026-01-19 05:00:00,Neutral
CM005427,C03396,This made me feel understood.,2026-07-30 14:00:00,Relatable
CM005428,C00682,This topic is worth discussing.,2026-03-25 09:00:00,Neutral
CM005429,C01617,Where can I find more information?,2026-02-02 19:00:00,Neutral
CM005430,C01879,This made me feel understood.,2026-04-07 19:00:00,Relatable
CM005431,C02321,You described my situation perfectly.,2026-03-29 20:00:00,Relatable
CM005432,C04949,I had not thought about it this way.,2026-08-13 03:00:00,Neutral
CM005433,C01017,Where can I find more information?,2026-02-17 08:00:00,Neutral
CM005434,C00561,This made me feel understood.,2026-05-19 05:00:00,Relatable
CM005435,C01849,You described my situation perfectly.,2026-02-05 22:00:00,Relatable
CM005436,C01294,What app did you use to make this?,2026-07-24 14:00:00,Neutral
CM005437,C00597,I thought I was the only one dealing with this.,2026-07-24 23:00:00,Relatable
CM005438,C04743,Where can I find more information?,2026-06-01 01:00:00,Neutral
CM005439,C00994,You described my situation perfectly.,2026-05-08 19:00:00,Relatable
CM005440,C03281,This is painfully accurate but helpful.,2026-04-19 03:00:00,Neutral
CM005441,C00480,Needed this reminder today.,2026-08-28 14:00:00,Relatable
CM005442,C01390,I saved this because it explains how I feel.,2026-08-04 18:00:00,Relatable
CM005443,C01645,I saved this because it explains how I feel.,2026-05-31 07:00:00,Relatable
CM005444,C04991,This is painfully accurate but helpful.,2026-07-07 00:00:00,Neutral
CM005445,C00311,What app did you use to make this?,2026-06-05 04:00:00,Neutral
CM005446,C03341,This made me feel understood.,2026-01-07 15:00:00,Relatable
CM005447,C03295,This feels too generalized.,2026-05-15 17:00:00,Relatable
CM005448,C04441,I don't agree with this.,2026-02-23 07:00:00,Neutral
CM005449,C01189,"This is so relatable, thank you for saying it.",2026-05-21 08:00:00,Relatable
CM005450,C02559,I had not thought about it this way.,2026-08-30 18:00:00,Neutral
CM005451,C03160,I saved this because it explains how I feel.,2026-04-07 12:00:00,Relatable
CM005452,C01881,I thought I was the only one dealing with this.,2026-07-06 06:00:00,Relatable
CM005453,C04939,I have been struggling with the same thing for months.,2026-08-25 17:00:00,Relatable
CM005454,C04164,Thanks for sharing.,2026-04-10 22:00:00,Neutral
CM005455,C01210,I have been struggling with the same thing for months.,2026-06-23 02:00:00,Relatable
CM005456,C02739,I saved this because it explains how I feel.,2026-05-24 04:00:00,Relatable
CM005457,C04403,Thanks for sharing.,2026-02-28 19:00:00,Neutral
CM005458,C01166,Nice explanation.,2026-07-06 17:00:00,Neutral
CM005459,C04266,You described my situation perfectly.,2026-04-02 09:00:00,Relatable
CM005460,C03941,How long is the full video?,2026-04-05 20:00:00,Neutral
CM005461,C00412,Interesting perspective.,2026-01-23 06:00:00,Neutral
CM005462,C04862,"This is so relatable, thank you for saying it.",2026-01-11 18:00:00,Relatable
CM005463,C01725,This is exactly what I needed to hear today.,2026-03-09 05:00:00,Relatable
CM005464,C03416,This topic is worth discussing.,2026-05-30 10:00:00,Neutral
CM005465,C02236,Interesting perspective.,2026-08-14 21:00:00,Neutral
CM005466,C04347,"This is so relatable, thank you for saying it.",2026-01-29 03:00:00,Relatable
CM005467,C03867,I thought I was the only one dealing with this.,2026-03-28 14:00:00,Relatable
CM005468,C04977,I saved this because it explains how I feel.,2026-02-28 16:00:00,Relatable
CM005469,C04973,Not sure this applies to everyone.,2026-05-04 17:00:00,Neutral
CM005470,C00286,I had not thought about it this way.,2026-05-06 16:00:00,Neutral
CM005471,C00916,Nice explanation.,2026-07-29 20:00:00,Neutral
CM005472,C00319,This is exactly what I needed to hear today.,2026-07-12 20:00:00,Relatable
CM005473,C02465,You described my situation perfectly.,2026-04-22 17:00:00,Relatable
CM005474,C00913,I don't agree with this.,2026-02-24 09:00:00,Neutral
CM005475,C00997,I had not thought about it this way.,2026-05-21 20:00:00,Neutral
CM005476,C04035,Interesting perspective.,2026-02-16 13:00:00,Neutral
CM005477,C02251,Nice explanation.,2026-08-30 08:00:00,Neutral
CM005478,C03699,You described my situation perfectly.,2026-04-13 19:00:00,Relatable
CM005479,C01269,How long is the full video?,2026-04-14 06:00:00,Neutral
CM005480,C00324,This made me feel understood.,2026-02-03 01:00:00,Relatable
CM005481,C03366,What app did you use to make this?,2026-06-12 13:00:00,Neutral
CM005482,C04570,Nice explanation.,2026-03-02 11:00:00,Neutral
CM005483,C00882,Finally someone put this feeling into words.,2026-03-12 22:00:00,Relatable
CM005484,C03758,Nice explanation.,2026-03-14 17:00:00,Neutral
CM005485,C00616,This is exactly what I needed to hear today.,2026-02-27 19:00:00,Relatable
CM005486,C01808,How long is the full video?,2026-07-08 22:00:00,Neutral
CM005487,C04305,I don't agree with this.,2026-08-02 22:00:00,Neutral
CM005488,C00376,"This is so relatable, thank you for saying it.",2026-06-10 12:00:00,Relatable
CM005489,C01632,I don't agree with this.,2026-08-18 13:00:00,Neutral
CM005490,C01814,What app did you use to make this?,2026-03-29 15:00:00,Neutral
CM005491,C02539,Where can I find more information?,2026-08-03 16:00:00,Neutral
CM005492,C00330,I thought I was the only one dealing with this.,2026-08-18 02:00:00,Relatable
CM005493,C01376,This is painfully accurate but helpful.,2026-01-22 22:00:00,Neutral
CM005494,C01322,I have been struggling with the same thing for months.,2026-03-08 19:00:00,Relatable
CM005495,C03054,I had not thought about it this way.,2026-05-06 07:00:00,Neutral
CM005496,C03517,The editing is clean.,2026-05-03 23:00:00,Neutral
CM005497,C00034,I saved this because it explains how I feel.,2026-05-27 02:00:00,Relatable
CM005498,C03489,This made me feel understood.,2026-05-30 20:00:00,Relatable
CM005499,C01673,I don't agree with this.,2026-01-29 12:00:00,Neutral
CM005500,C00064,Good point.,2026-08-20 07:00:00,Neutral
CM005501,C02428,The editing is clean.,2026-01-03 13:00:00,Neutral
CM005502,C04095,Where can I find more information?,2026-07-26 23:00:00,Neutral
CM005503,C01001,I have been struggling with the same thing for months.,2026-05-02 02:00:00,Relatable
CM005504,C02779,The editing is clean.,2026-04-01 11:00:00,Neutral
CM005505,C01553,Interesting perspective.,2026-04-18 02:00:00,Neutral
CM005506,C00692,You described my situation perfectly.,2026-05-02 08:00:00,Relatable
CM005507,C01582,I have been struggling with the same thing for months.,2026-01-02 13:00:00,Relatable
CM005508,C01242,Good point.,2026-04-21 13:00:00,Neutral
CM005509,C02150,This topic is worth discussing.,2026-08-22 21:00:00,Neutral
CM005510,C04237,You described my situation perfectly.,2026-03-15 19:00:00,Relatable
CM005511,C03953,I found this confusing.,2026-03-25 07:00:00,Neutral
CM005512,C03963,Where can I find more information?,2026-04-27 09:00:00,Neutral
CM005513,C04857,What app did you use to make this?,2026-08-18 11:00:00,Neutral
CM005514,C01451,Finally someone put this feeling into words.,2026-01-22 12:00:00,Relatable
CM005515,C02609,I had not thought about it this way.,2026-03-14 01:00:00,Neutral
CM005516,C03785,I don't agree with this.,2026-01-14 04:00:00,Neutral
CM005517,C00783,This is painfully accurate but helpful.,2026-01-24 07:00:00,Neutral
CM005518,C04968,This topic is worth discussing.,2026-01-17 17:00:00,Neutral
CM005519,C01041,Good point.,2026-03-22 06:00:00,Neutral
CM005520,C01819,I saved this because it explains how I feel.,2026-02-02 19:00:00,Relatable
CM005521,C00837,Nice explanation.,2026-07-07 16:00:00,Neutral
CM005522,C02459,I saved this because it explains how I feel.,2026-03-10 17:00:00,Relatable
CM005523,C00223,You described my situation perfectly.,2026-04-15 10:00:00,Relatable
CM005524,C00466,How long is the full video?,2026-06-04 17:00:00,Neutral
CM005525,C03462,This is exactly what I needed to hear today.,2026-03-24 22:00:00,Relatable
CM005526,C00616,This feels too generalized.,2026-07-23 14:00:00,Relatable
CM005527,C00450,I thought I was the only one dealing with this.,2026-06-08 19:00:00,Relatable
CM005528,C01952,The editing is clean.,2026-07-09 01:00:00,Neutral
CM005529,C01903,Where can I find more information?,2026-06-14 00:00:00,Neutral
CM005530,C04338,How long is the full video?,2026-03-21 00:00:00,Neutral
CM005531,C00774,I don't agree with this.,2026-05-22 21:00:00,Neutral
CM005532,C01282,This feels too generalized.,2026-01-11 12:00:00,Relatable
CM005533,C04883,What app did you use to make this?,2026-02-15 13:00:00,Neutral
CM005534,C00544,Thanks for sharing.,2026-01-14 03:00:00,Neutral
CM005535,C01613,Good point.,2026-01-19 03:00:00,Neutral
CM005536,C01788,This made me feel understood.,2026-07-13 02:00:00,Relatable
CM005537,C01804,You described my situation perfectly.,2026-02-18 20:00:00,Relatable
CM005538,C03418,Interesting perspective.,2026-07-30 23:00:00,Neutral
CM005539,C04117,This is exactly what I needed to hear today.,2026-08-19 04:00:00,Relatable
CM005540,C03311,Thanks for sharing.,2026-08-14 12:00:00,Neutral
CM005541,C02581,Nice explanation.,2026-05-24 21:00:00,Neutral
CM005542,C01375,Thanks for sharing.,2026-08-22 22:00:00,Neutral
CM005543,C01839,I had not thought about it this way.,2026-01-28 12:00:00,Neutral
CM005544,C02203,How long is the full video?,2026-07-25 10:00:00,Neutral
CM005545,C01968,I thought I was the only one dealing with this.,2026-01-27 22:00:00,Relatable
CM005546,C01045,The editing is clean.,2026-03-27 21:00:00,Neutral
CM005547,C01783,I had not thought about it this way.,2026-03-20 01:00:00,Neutral
CM005548,C01610,I have been struggling with the same thing for months.,2026-04-25 21:00:00,Relatable
CM005549,C01793,Good point.,2026-06-10 08:00:00,Neutral
CM005550,C01063,Needed this reminder today.,2026-07-21 11:00:00,Relatable
CM005551,C03893,How long is the full video?,2026-05-24 04:00:00,Neutral
CM005552,C03736,I don't agree with this.,2026-08-06 09:00:00,Neutral
CM005553,C02150,This is exactly what I needed to hear today.,2026-05-25 18:00:00,Relatable
CM005554,C00817,How long is the full video?,2026-03-29 09:00:00,Neutral
CM005555,C03682,I had not thought about it this way.,2026-05-16 17:00:00,Neutral
CM005556,C00347,This topic is worth discussing.,2026-06-02 02:00:00,Neutral
CM005557,C04436,I thought I was the only one dealing with this.,2026-04-30 04:00:00,Relatable
CM005558,C02361,I had not thought about it this way.,2026-02-13 06:00:00,Neutral
CM005559,C03932,I have been struggling with the same thing for months.,2026-03-11 23:00:00,Relatable
CM005560,C02693,You described my situation perfectly.,2026-01-01 10:00:00,Relatable
CM005561,C00262,Not sure this applies to everyone.,2026-05-24 05:00:00,Neutral
CM005562,C01187,This is painfully accurate but helpful.,2026-03-28 00:00:00,Neutral
CM005563,C00352,Not sure this applies to everyone.,2026-07-10 09:00:00,Neutral
CM005564,C03483,Nice explanation.,2026-08-11 23:00:00,Neutral
CM005565,C01207,You described my situation perfectly.,2026-08-28 11:00:00,Relatable
CM005566,C03959,I don't agree with this.,2026-06-08 17:00:00,Neutral
CM005567,C03809,This made me feel understood.,2026-08-19 05:00:00,Relatable
CM005568,C04657,Not sure this applies to everyone.,2026-08-05 13:00:00,Neutral
CM005569,C02859,I had not thought about it this way.,2026-08-19 16:00:00,Neutral
CM005570,C00921,What app did you use to make this?,2026-03-28 20:00:00,Neutral
CM005571,C04840,This is exactly what I needed to hear today.,2026-03-13 21:00:00,Relatable
CM005572,C01616,I found this confusing.,2026-01-12 11:00:00,Neutral
CM005573,C04116,Nice explanation.,2026-05-18 17:00:00,Neutral
CM005574,C00860,This topic is worth discussing.,2026-03-28 21:00:00,Neutral
CM005575,C01826,What app did you use to make this?,2026-07-23 18:00:00,Neutral
CM005576,C02625,This topic is worth discussing.,2026-04-14 18:00:00,Neutral
CM005577,C02104,Nice explanation.,2026-02-17 03:00:00,Neutral
CM005578,C04969,The editing is clean.,2026-06-12 14:00:00,Neutral
CM005579,C02428,Needed this reminder today.,2026-03-06 14:00:00,Relatable
CM005580,C00936,"This is so relatable, thank you for saying it.",2026-08-23 01:00:00,Relatable
CM005581,C02331,This topic is worth discussing.,2026-05-16 14:00:00,Neutral
CM005582,C00917,Finally someone put this feeling into words.,2026-03-17 04:00:00,Relatable
CM005583,C01403,How long is the full video?,2026-05-27 23:00:00,Neutral
CM005584,C01662,Nice explanation.,2026-07-03 05:00:00,Neutral
CM005585,C03655,I saved this because it explains how I feel.,2026-03-27 18:00:00,Relatable
CM005586,C00963,Thanks for sharing.,2026-08-03 14:00:00,Neutral
CM005587,C00598,This topic is worth discussing.,2026-01-25 11:00:00,Neutral
CM005588,C03813,I had not thought about it this way.,2026-03-02 00:00:00,Neutral
CM005589,C04529,I don't agree with this.,2026-02-10 22:00:00,Neutral
CM005590,C01243,This topic is worth discussing.,2026-07-08 22:00:00,Neutral
CM005591,C01011,I had not thought about it this way.,2026-04-13 13:00:00,Neutral
CM005592,C03520,Nice explanation.,2026-08-20 00:00:00,Neutral
CM005593,C04294,What app did you use to make this?,2026-03-05 02:00:00,Neutral
CM005594,C04812,I saved this because it explains how I feel.,2026-07-08 03:00:00,Relatable
CM005595,C04648,This is painfully accurate but helpful.,2026-06-16 05:00:00,Neutral
CM005596,C01742,How long is the full video?,2026-04-07 04:00:00,Neutral
CM005597,C02897,Nice explanation.,2026-08-11 23:00:00,Neutral
CM005598,C00758,This is exactly what I needed to hear today.,2026-05-22 03:00:00,Relatable
CM005599,C02073,This topic is worth discussing.,2026-04-22 10:00:00,Neutral
CM005600,C02700,This made me feel understood.,2026-06-30 10:00:00,Relatable
CM005601,C04560,I had not thought about it this way.,2026-08-07 22:00:00,Neutral
CM005602,C00442,This is exactly what I needed to hear today.,2026-07-15 13:00:00,Relatable
CM005603,C02721,Needed this reminder today.,2026-02-04 14:00:00,Relatable
CM005604,C00699,Finally someone put this feeling into words.,2026-06-21 11:00:00,Relatable
CM005605,C02339,Needed this reminder today.,2026-05-11 16:00:00,Relatable
CM005606,C03244,The editing is clean.,2026-08-25 15:00:00,Neutral
CM005607,C04205,Finally someone put this feeling into words.,2026-08-03 12:00:00,Relatable
CM005608,C01279,I thought I was the only one dealing with this.,2026-07-28 13:00:00,Relatable
CM005609,C01969,This is painfully accurate but helpful.,2026-02-01 20:00:00,Neutral
CM005610,C02450,Where can I find more information?,2026-02-22 01:00:00,Neutral
CM005611,C00110,This feels too generalized.,2026-08-04 04:00:00,Relatable
CM005612,C01117,This topic is worth discussing.,2026-08-30 21:00:00,Neutral
CM005613,C00188,I have been struggling with the same thing for months.,2026-07-03 06:00:00,Relatable
CM005614,C03310,This topic is worth discussing.,2026-06-20 11:00:00,Neutral
CM005615,C01655,This feels too generalized.,2026-05-03 19:00:00,Relatable
CM005616,C04060,Needed this reminder today.,2026-08-10 00:00:00,Relatable
CM005617,C03826,What app did you use to make this?,2026-01-21 13:00:00,Neutral
CM005618,C01393,How long is the full video?,2026-05-01 09:00:00,Neutral
CM005619,C03699,I found this confusing.,2026-01-26 18:00:00,Neutral
CM005620,C00792,Not sure this applies to everyone.,2026-08-05 06:00:00,Neutral
CM005621,C01638,I thought I was the only one dealing with this.,2026-04-08 03:00:00,Relatable
CM005622,C03990,Good point.,2026-08-27 08:00:00,Neutral
CM005623,C01120,This is painfully accurate but helpful.,2026-01-16 18:00:00,Neutral
CM005624,C03104,I thought I was the only one dealing with this.,2026-07-19 01:00:00,Relatable
CM005625,C04021,Interesting perspective.,2026-02-23 12:00:00,Neutral
CM005626,C01452,I had not thought about it this way.,2026-07-13 02:00:00,Neutral
CM005627,C01067,"This is so relatable, thank you for saying it.",2026-07-13 13:00:00,Relatable
CM005628,C01142,Interesting perspective.,2026-02-22 06:00:00,Neutral
CM005629,C03066,You described my situation perfectly.,2026-04-09 15:00:00,Relatable
CM005630,C02732,I thought I was the only one dealing with this.,2026-02-02 17:00:00,Relatable
CM005631,C00583,I have been struggling with the same thing for months.,2026-06-02 13:00:00,Relatable
CM005632,C01490,The editing is clean.,2026-07-06 05:00:00,Neutral
CM005633,C03296,I thought I was the only one dealing with this.,2026-01-11 18:00:00,Relatable
CM005634,C04797,This is exactly what I needed to hear today.,2026-06-20 23:00:00,Relatable
CM005635,C02573,Needed this reminder today.,2026-03-09 23:00:00,Relatable
CM005636,C03021,This made me feel understood.,2026-06-01 02:00:00,Relatable
CM005637,C04073,Nice explanation.,2026-08-15 10:00:00,Neutral
CM005638,C03731,This is painfully accurate but helpful.,2026-04-19 01:00:00,Neutral
CM005639,C01577,Needed this reminder today.,2026-06-22 09:00:00,Relatable
CM005640,C03902,Needed this reminder today.,2026-01-16 17:00:00,Relatable
CM005641,C04572,What app did you use to make this?,2026-01-13 00:00:00,Neutral
CM005642,C00596,This is exactly what I needed to hear today.,2026-05-19 03:00:00,Relatable
CM005643,C03646,Finally someone put this feeling into words.,2026-06-02 23:00:00,Relatable
CM005644,C01576,You described my situation perfectly.,2026-05-09 20:00:00,Relatable
CM005645,C01414,This advice did not help me.,2026-06-20 14:00:00,Neutral
CM005646,C02706,Good point.,2026-06-23 15:00:00,Neutral
CM005647,C02438,This is exactly what I needed to hear today.,2026-08-22 05:00:00,Relatable
CM005648,C04728,The editing is clean.,2026-01-22 14:00:00,Neutral
CM005649,C02647,Nice explanation.,2026-04-10 02:00:00,Neutral
CM005650,C04755,Good point.,2026-04-08 10:00:00,Neutral
CM005651,C02799,Nice explanation.,2026-05-12 02:00:00,Neutral
CM005652,C02681,This is exactly what I needed to hear today.,2026-04-12 19:00:00,Relatable
CM005653,C02926,How long is the full video?,2026-06-30 17:00:00,Neutral
CM005654,C01429,This is painfully accurate but helpful.,2026-04-23 10:00:00,Neutral
CM005655,C03584,This made me feel understood.,2026-04-03 06:00:00,Relatable
CM005656,C01920,Not sure this applies to everyone.,2026-01-09 06:00:00,Neutral
CM005657,C03602,Interesting perspective.,2026-03-27 15:00:00,Neutral
CM005658,C01294,Needed this reminder today.,2026-05-22 15:00:00,Relatable
CM005659,C02390,What app did you use to make this?,2026-08-28 01:00:00,Neutral
CM005660,C02993,This topic is worth discussing.,2026-02-16 16:00:00,Neutral
CM005661,C01443,Interesting perspective.,2026-07-01 23:00:00,Neutral
CM005662,C01660,Good point.,2026-08-09 18:00:00,Neutral
CM005663,C03649,What app did you use to make this?,2026-05-03 22:00:00,Neutral
CM005664,C03066,Good point.,2026-06-02 22:00:00,Neutral
CM005665,C03316,The editing is clean.,2026-02-18 03:00:00,Neutral
CM005666,C01591,This is painfully accurate but helpful.,2026-07-21 03:00:00,Neutral
CM005667,C01519,Good point.,2026-06-09 21:00:00,Neutral
CM005668,C04135,Good point.,2026-04-30 00:00:00,Neutral
CM005669,C02318,You described my situation perfectly.,2026-06-09 20:00:00,Relatable
CM005670,C03909,This is painfully accurate but helpful.,2026-03-31 18:00:00,Neutral
CM005671,C03842,Where can I find more information?,2026-02-16 18:00:00,Neutral
CM005672,C01348,You described my situation perfectly.,2026-03-04 11:00:00,Relatable
CM005673,C03958,You described my situation perfectly.,2026-01-08 05:00:00,Relatable
CM005674,C03314,This is painfully accurate but helpful.,2026-04-06 21:00:00,Neutral
CM005675,C02044,The editing is clean.,2026-04-20 10:00:00,Neutral
CM005676,C04782,Needed this reminder today.,2026-08-11 20:00:00,Relatable
CM005677,C00976,"This is so relatable, thank you for saying it.",2026-04-13 19:00:00,Relatable
CM005678,C03222,This topic is worth discussing.,2026-08-12 22:00:00,Neutral
CM005679,C03382,This topic is worth discussing.,2026-01-31 10:00:00,Neutral
CM005680,C00222,This made me feel understood.,2026-08-16 08:00:00,Relatable
CM005681,C03552,I thought I was the only one dealing with this.,2026-04-12 03:00:00,Relatable
CM005682,C02549,Thanks for sharing.,2026-07-05 09:00:00,Neutral
CM005683,C02560,How long is the full video?,2026-02-27 13:00:00,Neutral
CM005684,C03664,Nice explanation.,2026-02-13 06:00:00,Neutral
CM005685,C02897,This made me feel understood.,2026-05-18 15:00:00,Relatable
CM005686,C03974,I thought I was the only one dealing with this.,2026-06-23 16:00:00,Relatable
CM005687,C04126,"This is so relatable, thank you for saying it.",2026-03-05 18:00:00,Relatable
CM005688,C04722,"This is so relatable, thank you for saying it.",2026-03-23 04:00:00,Relatable
CM005689,C00680,This is painfully accurate but helpful.,2026-04-13 16:00:00,Neutral
CM005690,C04705,Where can I find more information?,2026-04-13 21:00:00,Neutral
CM005691,C02582,This topic is worth discussing.,2026-08-28 07:00:00,Neutral
CM005692,C04523,How long is the full video?,2026-04-22 16:00:00,Neutral
CM005693,C03203,"This is so relatable, thank you for saying it.",2026-07-04 18:00:00,Relatable
CM005694,C03151,This is painfully accurate but helpful.,2026-03-03 23:00:00,Neutral
CM005695,C03017,Thanks for sharing.,2026-06-13 23:00:00,Neutral
CM005696,C03406,Nice explanation.,2026-02-20 09:00:00,Neutral
CM005697,C01327,How long is the full video?,2026-06-23 02:00:00,Neutral
CM005698,C03121,How long is the full video?,2026-01-26 02:00:00,Neutral
CM005699,C01693,This is painfully accurate but helpful.,2026-03-14 19:00:00,Neutral
CM005700,C00975,Finally someone put this feeling into words.,2026-04-17 18:00:00,Relatable
CM005701,C00012,How long is the full video?,2026-08-14 03:00:00,Neutral
CM005702,C03055,Where can I find more information?,2026-05-24 06:00:00,Neutral
CM005703,C01914,This made me feel understood.,2026-02-16 22:00:00,Relatable
CM005704,C01494,Finally someone put this feeling into words.,2026-08-02 13:00:00,Relatable
CM005705,C02329,This advice did not help me.,2026-07-12 01:00:00,Neutral
CM005706,C01246,The editing is clean.,2026-01-05 06:00:00,Neutral
CM005707,C00017,Thanks for sharing.,2026-02-02 06:00:00,Neutral
CM005708,C02762,This is painfully accurate but helpful.,2026-01-11 23:00:00,Neutral
CM005709,C02200,This feels too generalized.,2026-02-26 04:00:00,Relatable
CM005710,C01516,Where can I find more information?,2026-06-29 22:00:00,Neutral
CM005711,C04396,This is painfully accurate but helpful.,2026-02-12 08:00:00,Neutral
CM005712,C04235,I saved this because it explains how I feel.,2026-07-11 07:00:00,Relatable
CM005713,C04649,Finally someone put this feeling into words.,2026-04-08 20:00:00,Relatable
CM005714,C02807,I have been struggling with the same thing for months.,2026-01-09 07:00:00,Relatable
CM005715,C04782,I have been struggling with the same thing for months.,2026-05-15 04:00:00,Relatable
CM005716,C01087,This made me feel understood.,2026-07-04 08:00:00,Relatable
CM005717,C03560,This is exactly what I needed to hear today.,2026-03-26 23:00:00,Relatable
CM005718,C03239,Interesting perspective.,2026-05-16 08:00:00,Neutral
CM005719,C02141,I saved this because it explains how I feel.,2026-07-16 06:00:00,Relatable
CM005720,C00768,Needed this reminder today.,2026-03-19 08:00:00,Relatable
CM005721,C00375,I don't agree with this.,2026-04-01 12:00:00,Neutral
CM005722,C02312,This is painfully accurate but helpful.,2026-06-08 00:00:00,Neutral
CM005723,C03787,"This is so relatable, thank you for saying it.",2026-08-13 18:00:00,Relatable
CM005724,C01357,What app did you use to make this?,2026-03-16 07:00:00,Neutral
CM005725,C04300,Interesting perspective.,2026-02-23 06:00:00,Neutral
CM005726,C04975,What app did you use to make this?,2026-04-17 13:00:00,Neutral
CM005727,C02548,You described my situation perfectly.,2026-01-16 19:00:00,Relatable
CM005728,C04606,The editing is clean.,2026-04-28 23:00:00,Neutral
CM005729,C01841,Finally someone put this feeling into words.,2026-03-24 07:00:00,Relatable
CM005730,C04141,Interesting perspective.,2026-03-13 03:00:00,Neutral
CM005731,C02400,I saved this because it explains how I feel.,2026-03-08 19:00:00,Relatable
CM005732,C03964,This is painfully accurate but helpful.,2026-03-21 10:00:00,Neutral
CM005733,C01140,This topic is worth discussing.,2026-03-18 16:00:00,Neutral
CM005734,C02322,This is painfully accurate but helpful.,2026-08-04 15:00:00,Neutral
CM005735,C02212,Thanks for sharing.,2026-02-05 15:00:00,Neutral
CM005736,C03233,Needed this reminder today.,2026-04-09 17:00:00,Relatable
CM005737,C01640,I had not thought about it this way.,2026-03-27 08:00:00,Neutral
CM005738,C01862,Good point.,2026-03-09 01:00:00,Neutral
CM005739,C03652,This is exactly what I needed to hear today.,2026-02-08 05:00:00,Relatable
CM005740,C01508,Nice explanation.,2026-05-03 13:00:00,Neutral
CM005741,C03985,How long is the full video?,2026-05-06 12:00:00,Neutral
CM005742,C00969,"This is so relatable, thank you for saying it.",2026-02-02 10:00:00,Relatable
CM005743,C01985,I had not thought about it this way.,2026-08-27 20:00:00,Neutral
CM005744,C01582,What app did you use to make this?,2026-05-17 15:00:00,Neutral
CM005745,C00467,How long is the full video?,2026-07-05 00:00:00,Neutral
CM005746,C01372,Thanks for sharing.,2026-07-23 11:00:00,Neutral
CM005747,C03776,The editing is clean.,2026-03-06 02:00:00,Neutral
CM005748,C00533,The editing is clean.,2026-04-27 09:00:00,Neutral
CM005749,C00750,I saved this because it explains how I feel.,2026-07-14 09:00:00,Relatable
CM005750,C04592,I saved this because it explains how I feel.,2026-01-04 18:00:00,Relatable
CM005751,C01237,Good point.,2026-03-10 15:00:00,Neutral
CM005752,C01719,Thanks for sharing.,2026-08-07 15:00:00,Neutral
CM005753,C03826,This made me feel understood.,2026-06-10 11:00:00,Relatable
CM005754,C02957,Needed this reminder today.,2026-07-01 18:00:00,Relatable
CM005755,C03198,You described my situation perfectly.,2026-05-01 17:00:00,Relatable
CM005756,C00263,I thought I was the only one dealing with this.,2026-08-23 09:00:00,Relatable
CM005757,C01675,How long is the full video?,2026-06-09 22:00:00,Neutral
CM005758,C01863,Nice explanation.,2026-07-15 00:00:00,Neutral
CM005759,C02729,"This is so relatable, thank you for saying it.",2026-05-16 02:00:00,Relatable
CM005760,C02884,Nice explanation.,2026-07-28 06:00:00,Neutral
CM005761,C02623,Thanks for sharing.,2026-06-18 13:00:00,Neutral
CM005762,C04542,Good point.,2026-08-10 12:00:00,Neutral
CM005763,C03828,Needed this reminder today.,2026-01-16 08:00:00,Relatable
CM005764,C01761,I saved this because it explains how I feel.,2026-03-03 12:00:00,Relatable
CM005765,C04721,This is exactly what I needed to hear today.,2026-04-04 09:00:00,Relatable
CM005766,C00809,Needed this reminder today.,2026-08-27 12:00:00,Relatable
CM005767,C02635,Where can I find more information?,2026-03-08 21:00:00,Neutral
CM005768,C04363,I thought I was the only one dealing with this.,2026-03-03 09:00:00,Relatable
CM005769,C01005,Interesting perspective.,2026-05-24 17:00:00,Neutral
CM005770,C04566,How long is the full video?,2026-08-25 07:00:00,Neutral
CM005771,C04014,Finally someone put this feeling into words.,2026-08-27 21:00:00,Relatable
CM005772,C03281,Where can I find more information?,2026-07-12 10:00:00,Neutral
CM005773,C03985,This made me feel understood.,2026-07-15 02:00:00,Relatable
CM005774,C02240,Good point.,2026-06-27 08:00:00,Neutral
CM005775,C01721,The editing is clean.,2026-04-09 01:00:00,Neutral
CM005776,C02738,Thanks for sharing.,2026-02-25 16:00:00,Neutral
CM005777,C01823,Interesting perspective.,2026-06-04 13:00:00,Neutral
CM005778,C03797,Where can I find more information?,2026-03-16 05:00:00,Neutral
CM005779,C04458,This is exactly what I needed to hear today.,2026-08-09 04:00:00,Relatable
CM005780,C04546,What app did you use to make this?,2026-02-07 11:00:00,Neutral
CM005781,C01505,This is painfully accurate but helpful.,2026-07-25 14:00:00,Neutral
CM005782,C03024,I don't agree with this.,2026-03-13 11:00:00,Neutral
CM005783,C02459,Not sure this applies to everyone.,2026-05-26 03:00:00,Neutral
CM005784,C02222,This is painfully accurate but helpful.,2026-08-11 15:00:00,Neutral
CM005785,C03304,Thanks for sharing.,2026-02-21 07:00:00,Neutral
CM005786,C00804,"This is so relatable, thank you for saying it.",2026-04-22 02:00:00,Relatable
